TSS,2018/7/24,0.79,1.069,-26.4,2018-04-27T16:00:00,2018-10-17T16:00:00
XOM,2018/7/27,0.92,1.262,-26.7,2018-05-02T16:00:00,2018-10-22T16:00:00
BHGE,2018/7/20,0.1,0.137,-27,2018-04-25T16:00:00,2018-10-15T16:00:00
FTI,2018/7/25,0.28,0.388,-27.8,2018-04-30T16:00:00,2018-10-18T16:00:00
CDNS,2018/7/23,0.28,0.399,-29.3,2018-04-26T16:00:00,2018-10-16T16:00:00
FL,2017/8/18,0.62,0.896,-30.8,2017-05-24T16:00:00,2017-11-13T16:00:00
INCY,2018/7/31,0.26,0.383,-32.1,2018-05-04T16:00:00,2018-10-24T16:00:00
COG,2018/7/27,0.13,0.196,-33.7,2018-05-02T16:00:00,2018-10-22T16:00:00
CTXS,2018/7/25,0.77,1.202,-36.1,2018-04-30T16:00:00,2018-10-18T16:00:00
SBAC,2018/7/30,0.97,1.593,-39.3,2018-05-03T16:00:00,2018-10-23T16:00:00
